Tweets,tweet_date,User_location,Clean_tweets,Sentiment,hours,date,location,point,latitude,longitude,altitude
"RT @MichaelDabhi: Good News!!

According to a report by @WHO, IndiaÂs Death per lakh population is amongst the lowest in the world. SalutinÂ",2020-05-27 17:36:25,"Gujarat, India",good news accord report india death lakh popul amongst lowest world salutin,Positive,17.0,2020-05-27,"Gujarat, India","(22.41540825, 72.03149703699282, 0.0)",22.41540825,72.03149703699282,0.0
https://t.co/fdQ0bFYgU4 @narendramodi @myogiadityanath @aligarhpolice @dgpup @ANI @ABPNews @ZeeNews we are proud ofÂ https://t.co/AM6Zu8TtBb,2020-05-27 17:36:15,India,http bfygu proud http ttbb,Positive,17.0,2020-05-27,India,"(22.3511148, 78.6677428, 0.0)",22.3511148,78.6677428,0.0
"RT @MichaelDabhi: Good News!!

According to a report by @WHO, IndiaÂs Death per lakh population is amongst the lowest in the world. SalutinÂ",2020-05-27 17:35:33," Gujrat, india",good news accord report india death lakh popul amongst lowest world salutin,Positive,17.0,2020-05-27,"Vadodara Green Airport Harni, Vadodara Bypass, Sayaji Park, Vadodara, Vadodara Taluka, Vadodara District, Gujarat, 390001, India","(22.336816749999997, 73.227074935578, 0.0)",22.336816749999997,73.227074935578,0.0
"RT @MichaelDabhi: Good News!!

According to a report by @WHO, IndiaÂs Death per lakh population is amongst the lowest in the world. SalutinÂ",2020-05-27 17:35:14,,good news accord report india death lakh popul amongst lowest world salutin,Positive,17.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @DrRutvij: Good News!!

According to a report by @WHO, IndiaÂs Death per lakh population is amongst the lowest in the world. Saluting thÂ",2020-05-27 17:33:12,,good news accord report india death lakh popul amongst lowest world salut,Positive,17.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"Good News!!

According to a report by @WHO, IndiaÂs Death per lakh population is amongst the lowest in the world. SÂ https://t.co/aXzRjM6Vmo",2020-05-27 17:33:00,The Republic of India,good news accord report india death lakh popul amongst lowest world http axzrjm,Positive,17.0,2020-05-27,India,"(22.3511148, 78.6677428, 0.0)",22.3511148,78.6677428,0.0
Air India will shortly shift to direct ticketing to facilitate bookings abroad . @DrSJaishankarÂ https://t.co/Ri65LZXs1o,2020-05-27 17:32:37,India,india shortli shift direct ticket facilit book abroad http lzx,Positive,17.0,2020-05-27,India,"(22.3511148, 78.6677428, 0.0)",22.3511148,78.6677428,0.0
"RT @Suriya_offl: Let's all stay home and stay safe??
#IndiaFightsCorona

@Vijayabaskarofl @TNDeptofHealth @MoHFW_INDIA https://t.co/q2BuBYDvÂ",2020-05-27 17:30:40,,stay home stay safe #indiafightscorona http bubydv,Positive,17.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
RT @KJaishakti: Proud of our #HopeWelfareTrust team who have worked tirelessly since day 1 to #FeedTheNeedy. We shall keep going until we rÂ,2020-05-27 17:27:52,"Varanasi, India",proud #hopewelfaretrust team work tirelessli sinc #feedtheneedi shall keep go,Positive,17.0,2020-05-27,"Varanasi, Sadar, Varanasi, Uttar Pradesh, 221101, India","(25.3356491, 83.0076292, 0.0)",25.3356491,83.0076292,0.0
"RT @Suriya_offl: Let's all stay home and stay safe??
#IndiaFightsCorona

@Vijayabaskarofl @TNDeptofHealth @MoHFW_INDIA https://t.co/q2BuBYDvÂ",2020-05-27 17:27:10,,stay home stay safe #indiafightscorona http bubydv,Positive,17.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
RT @HelpAgeIndia_: Thank you @UNFPAIndia for helping our needy #Elders with much needed health care services in #Telangana.Together we canÂ,2020-05-27 17:27:09,"Lucknow,India",thank help needi #elder much need health care servic #telangana togeth,Positive,17.0,2020-05-27,"Lucknow, Sadar, Lucknow, Uttar Pradesh, 226019, India","(26.8381, 80.9346001, 0.0)",26.8381,80.9346001,0.0
RT @ajaydevgn: The sensitive nature of the work that you are doing with sending migrant workers back to their homes safely is exemplary. MoÂ,2020-05-27 17:24:42,"Jammu, Jammu And Kashmir",sensit natur work send migrant worker back home safe exemplari,Positive,17.0,2020-05-27,"Jammu, Jammu and Kashmir, 180001, India","(32.7185614, 74.8580917, 0.0)",32.7185614,74.8580917,0.0
"RT @DrRutvij: Good News!!

According to a report by @WHO, IndiaÂs Death per lakh population is amongst the lowest in the world. Saluting thÂ",2020-05-27 17:24:04,Gujrat-Kheda-Dakor,good news accord report india death lakh popul amongst lowest world salut,Positive,17.0,2020-05-27,,,,,
"RT @assampolice: Have you washed your Hands? 

Clean hands can protect us from #CoronaVirus. 

Wash your hands regularly with soap and wateÂ",2020-05-27 17:23:57,,have wash hand clean hand protect #coronaviru wash hand regularli soap wate,Positive,17.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @BJP4India: Download the Aarogya Setu App to protect yourself, your family, your friends and your nation.

Keep yourself safe and make IÂ",2020-05-27 17:23:54,"?????? ?????, ????",download aarogya setu protect famili friend nation keep safe make,Positive,17.0,2020-05-27,,,,,
RT @EasternRailway: Shramik Special Train No. 09213 from Rajkot to Jasidih run by Railways to facilitate homecoming of migrant workers arriÂ,2020-05-27 17:22:10,India,shramik special train rajkot jasidih railway facilit homecom migrant worker arri,Positive,17.0,2020-05-27,India,"(22.3511148, 78.6677428, 0.0)",22.3511148,78.6677428,0.0
"RT @OfficialMSGfc: Volunteers of Dera Sacha Sauda, Patiala have donated blood to save the lives of lives! Efforts worth appreciable! ??

#SeÂ",2020-05-27 17:21:46,,volunt dera sacha sauda patiala donat blood save live live effort worth appreci,Positive,17.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
Proud of our #HopeWelfareTrust team who have worked tirelessly since day 1 to #FeedTheNeedy. We shall keep going unÂ https://t.co/dNj7Zw9Pvz,2020-05-27 17:21:36,,proud #hopewelfaretrust team work tirelessli sinc #feedtheneedi shall keep go http,Positive,17.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @stpiindia: Avoid touching your eyes, nose, and mouth to ensure yourself not to be infected by #COVID19. Follow the new normal in life aÂ",2020-05-27 17:20:39,,avoid touch eye nose mouth ensur infect #covid follow normal life,Positive,17.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @rajivsingh275: @DhirendraGBN Sir, Mr Saurabh, Zee media employee resident of Ace City
has been tested Negative as per latest news.  NowÂ",2020-05-27 17:19:16,,saurabh media employe resid citi test neg latest news,Positive,17.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @halfcircles1: The second webinar organised by Modify Foundation and HCMPL on 'Life after Lockdown' was a huge success. Subject experts,Â",2020-05-27 17:18:44,,second webinar organis modifi foundat hcmpl life lockdown huge success subject expert,Positive,17.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @Suriya_offl: Let's all stay home and stay safe??
#IndiaFightsCorona

@Vijayabaskarofl @TNDeptofHealth @MoHFW_INDIA https://t.co/q2BuBYDvÂ",2020-05-27 17:18:25,,stay home stay safe #indiafightscorona http bubydv,Positive,17.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @assampolice: Have you washed your Hands? 

Clean hands can protect us from #CoronaVirus. 

Wash your hands regularly with soap and wateÂ",2020-05-27 17:18:18,Guwahati,have wash hand clean hand protect #coronaviru wash hand regularli soap wate,Positive,17.0,2020-05-27,"Guwahati, Kamrup Metropolitan, Assam, 781015, India","(26.1805978, 91.753943, 0.0)",26.1805978,91.753943,0.0
"RT @DrRutvij: Good News!!

According to a report by @WHO, IndiaÂs Death per lakh population is amongst the lowest in the world. Saluting thÂ",2020-05-27 17:17:49,Ahmedabad,good news accord report india death lakh popul amongst lowest world salut,Positive,17.0,2020-05-27,"Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India","(23.0216238, 72.5797068, 0.0)",23.0216238,72.5797068,0.0
RT @ajaydevgn: The sensitive nature of the work that you are doing with sending migrant workers back to their homes safely is exemplary. MoÂ,2020-05-27 17:17:21,Kanpur / Kolkata (India) ,sensit natur work send migrant worker back home safe exemplari,Positive,17.0,2020-05-27,,,,,
RT @ggf_india: Proud of our volunteers who have worked tirelessly since day 1 to #FeedTheNeedy. So many have not taken a single day's leaveÂ,2020-05-27 17:16:33,"Rajasthan, India",proud volunt work tirelessli sinc #feedtheneedi mani taken singl leav,Positive,17.0,2020-05-27,"Rajasthan, India","(26.8105777, 73.7684549, 0.0)",26.8105777,73.7684549,0.0
RT @PRK_Trends: Be Home n Be Safe @PuneethRajkumar #IndiaFightsCorona https://t.co/rjionV8WGo,2020-05-27 17:15:56,"Dharwad, India",home safe #indiafightscorona http rjionv,Positive,17.0,2020-05-27,"Dharwad, Dharawada taluku, Dharwad district, Karnataka, 580001, India","(15.4540505, 75.0066516, 0.0)",15.4540505,75.0066516,0.0
"RT @COVIDNewsByMIB: #IndiaFightsCorona: 

@IRCTCofficial distributed more than 78 lakh free meals and more than 1.10 crore water bottles toÂ",2020-05-27 17:15:54,"Chennai, India",#indiafightscorona distribut lakh free meal crore water bottl,Positive,17.0,2020-05-27,"சென்னை - Chennai, Chennai district, Tamil Nadu, India","(13.0801721, 80.2838331, 0.0)",13.0801721,80.2838331,0.0
"RT @COVIDNewsByMIB: #IndiaFightsCorona: 

@IRCTCofficial distributed more than 78 lakh free meals and more than 1.10 crore water bottles toÂ",2020-05-27 17:15:45,"New Delhi, India",#indiafightscorona distribut lakh free meal crore water bottl,Positive,17.0,2020-05-27,"New Delhi, Delhi, India","(28.6141793, 77.2022662, 0.0)",28.6141793,77.2022662,0.0
"#IndiaFightsCorona: 

@IRCTCofficial distributed more than 78 lakh free meals and more than 1.10 crore water bottleÂ https://t.co/Ohct5gCkyl",2020-05-27 17:15:14,,#indiafightscorona distribut lakh free meal crore water bottl http ohct gckyl,Positive,17.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @DrRutvij: Good News!!

According to a report by @WHO, IndiaÂs Death per lakh population is amongst the lowest in the world. Saluting thÂ",2020-05-27 17:14:46,Karnavati,good news accord report india death lakh popul amongst lowest world salut,Positive,17.0,2020-05-27,"Karnavati Club, NH147, Quresh Nagar Society, Makarba, Sarkhej, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380051, India","(23.0194716, 72.5039661, 0.0)",23.0194716,72.5039661,0.0
RT @ajaydevgn: The sensitive nature of the work that you are doing with sending migrant workers back to their homes safely is exemplary. MoÂ,2020-05-27 17:14:25,"La Chapelle-du-Mont-de-France,",sensit natur work send migrant worker back home safe exemplari,Positive,17.0,2020-05-27,"La Chapelle-du-Mont-de-France, Mâcon, Saône-et-Loire, Bourgogne-Franche-Comté, France métropolitaine, 71520, France","(46.3821987, 4.5360714, 0.0)",46.3821987,4.5360714,0.0
"RT @MoHFW_INDIA: #IndiaFightsCorona

Face-cover is good for maintaining personal hygiene. Wear it all the time and protect yourself and othÂ",2020-05-27 17:13:56,"Uttaranchal, India",#indiafightscorona face cover good maintain person hygien wear time protect,Positive,17.0,2020-05-27,"Uttaranchal College of Science & Technology, Sahastradhara Road, Dehradun, Uttarakhand, 248001, India","(30.3827401, 78.1064163, 0.0)",30.3827401,78.1064163,0.0
"RT @USAID_NISHTHA: Stay physically apart but  socially-connected! 

@USAID_NISHTHA is supporting @MoHFW_INDIA &amp; 12 states across India in dÂ",2020-05-27 17:11:32,Guwahati,stay physic apart social connect support state across india,Positive,17.0,2020-05-27,"Guwahati, Kamrup Metropolitan, Assam, 781015, India","(26.1805978, 91.753943, 0.0)",26.1805978,91.753943,0.0
RT @EastMojo: #Sikkim: Helois Bhutia recounts her eventful journey from Delhi via a Shramik special train. It was a risk she took to get baÂ,2020-05-27 17:10:44,"Kohima, Nagaland",#sikkim heloi bhutia recount event journey delhi shramik special train risk took,Positive,17.0,2020-05-27,"Kohīma, Kohima, Nagaland, India","(25.75, 94.166667, 0.0)",25.75,94.166667,0.0
"RT @assampolice: Have you washed your Hands? 

Clean hands can protect us from #CoronaVirus. 

Wash your hands regularly with soap and wateÂ",2020-05-27 17:10:33,,have wash hand clean hand protect #coronaviru wash hand regularli soap wate,Positive,17.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
RT @madhuc430: @IPRTelangana @TelanganaHealth This report is true? Can We believe it? @TelanganaCMO @KTRTRS @Eatala_Rajender #KCR #KTR #EatÂ,2020-05-27 17:10:29,,thi report true believ #kcr #ktr #eat,Positive,17.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @MIB_India: #IndiaFightsCorona:

?? Follow @COVIDNewsByMIB for latest updates &amp; authentic news on #COVID19.

#StayAtHome https://t.co/xFÂ",2020-05-27 17:10:13,,#indiafightscorona follow latest updat authent news #covid #stayathom http,Positive,17.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"#IndiaFightsCorona
IndiaÂs economic fightback during COVID-19 is spectacular. Stabilizing the economic systems, RBIÂ https://t.co/W8w3rhwTtK",2020-05-27 17:10:01,"Hubli, India",#indiafightscorona india econom fightback covid spectacular stabil econom system http rhwttk,Positive,17.0,2020-05-27,"Hubballi, Hubballi taluku, Dharwad district, Karnataka, 580020, India","(15.3518378, 75.1379848, 0.0)",15.3518378,75.1379848,0.0
"#IndiaFightsCorona
The Modi GovtÂs approach to breaking the chain as well as to provide better health care is workiÂ https://t.co/RisVi9jsgY",2020-05-27 17:09:54,"Hubli, India",#indiafightscorona modi govt approach break chain well provid better health care worki http risvi jsgi,Positive,17.0,2020-05-27,"Hubballi, Hubballi taluku, Dharwad district, Karnataka, 580020, India","(15.3518378, 75.1379848, 0.0)",15.3518378,75.1379848,0.0
RT @ajaydevgn: The sensitive nature of the work that you are doing with sending migrant workers back to their homes safely is exemplary. MoÂ,2020-05-27 17:07:51,,sensit natur work send migrant worker back home safe exemplari,Positive,17.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @PPANDEY9: Confused man, confused party, confused spokespersons. #AarPaar #IndiaFightsCorona #news18 https://t.co/CozSHVj6l3",2020-05-27 17:07:47,,confus confus parti confus spokesperson #aarpaar #indiafightscorona #new http cozshvj,Positive,17.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @Dhaval_BJP: Good News!!

According to a report by @WHO, IndiaÂs Death per lakh population is amongst the lowest in the world. SalutingÂ",2020-05-27 17:06:57,"Texas , USA",good news accord report india death lakh popul amongst lowest world salut,Positive,17.0,2020-05-27,"Texas, United States of America","(31.8160381, -99.5120986, 0.0)",31.8160381,-99.5120986,0.0
"RT @QatarStories: Air India will shortly shift to direct ticketing to facilitate bookings abroad . @DrSJaishankar 
@IndEmbDoha 

#VandeBharÂ",2020-05-27 17:06:14,????,india shortli shift direct ticket facilit book abroad #vandebhar,Positive,17.0,2020-05-27,,,,,
This report is true? Can We believe it? @TelanganaCMO @KTRTRS @Eatala_Rajender @IPRTelangana  @TelanganaHealth #KCRÂ https://t.co/EoBgUBrL9L,2020-05-27 17:05:43,Mahabubnagar,thi report true believ #kcr http eobgubrl,Positive,17.0,2020-05-27,"Mahabubnagar, Telangana, India","(16.696568550000002, 77.95911462089693, 0.0)",16.696568550000002,77.95911462089693,0.0
"RT @HPCL: #COVID19 times requires us to take special care of each other. On same lines, our #DriveTrack Plus offers an insurance cover forÂ",2020-05-27 17:05:24,"Andhra Pradesh, India",#covid time requir take special care line #drivetrack plu offer insur cover,Positive,17.0,2020-05-27,"Andhra Pradesh, India","(15.9240905, 80.1863809, 0.0)",15.9240905,80.1863809,0.0
"RT @mygovindia: Holding the promise of assurance, Digital Payments brings much relief to the elderly of Kalinarayanpur Gram Panchayat in WeÂ",2020-05-27 17:05:11,,hold promis assur digit payment bring much relief elderli kalinarayanpur gram panchayat,Positive,17.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @halfcircles1: The second webinar organised by Modify Foundation and HCMPL on 'Life after Lockdown' was a huge success. Subject experts,Â",2020-05-27 17:05:09,"?????????? (????),????",second webinar organis modifi foundat hcmpl life lockdown huge success subject expert,Positive,17.0,2020-05-27,,,,,
"#IndiaFightsCorona

Safety comes first! Wear a face-cover and protect yourself and others. Do your bit to break theÂ https://t.co/TD56Tr7eMx",2020-05-27 17:04:30,"Gandhinagar, India",#indiafightscorona safeti come first wear face cover protect other break http,Positive,17.0,2020-05-27,"Gandhinagar, Gandhinagar Taluka, Gandhinagar District, Gujarat, 382021, India","(23.2232877, 72.6492267, 0.0)",23.2232877,72.6492267,0.0
@IPRTelangana @TelanganaHealth This report is true? Can We believe it? @TelanganaCMO @KTRTRS @Eatala_Rajender #KCRÂ https://t.co/WrQoFpI5AT,2020-05-27 17:04:13,Mahabubnagar,thi report true believ #kcr http wrqofpi,Positive,17.0,2020-05-27,"Mahabubnagar, Telangana, India","(16.696568550000002, 77.95911462089693, 0.0)",16.696568550000002,77.95911462089693,0.0
Few days back I heard #Lockdown saves farmers first time in history from #LocustAttack. Now itÂs lifted.Â https://t.co/OWAVX9ttTf,2020-05-27 17:03:52,Anand,day back heard #lockdown save farmer first time histori #locustattack lift http owavx tttf,Positive,17.0,2020-05-27,"Anand, Anand Taluka, Anand District, Gujarat, 388001, India","(22.5584995, 72.9625629, 0.0)",22.5584995,72.9625629,0.0
"RT @HPCL: #COVID19 times requires us to take special care of each other. On same lines, our #DriveTrack Plus offers an insurance cover forÂ",2020-05-27 17:03:45,"New Delhi, India",#covid time requir take special care line #drivetrack plu offer insur cover,Positive,17.0,2020-05-27,"New Delhi, Delhi, India","(28.6141793, 77.2022662, 0.0)",28.6141793,77.2022662,0.0
"RT @InfoGujarat: ?? ?? ?? ????, 
???? ???? ????? ?

Distance of two yard,
Keeps you away from covid ward. 

Protect yourself and your lovedÂ",2020-05-27 17:03:16,"Ahmadabad City, India",distanc yard keep away covid ward protect love,Positive,17.0,2020-05-27,"Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India","(23.0216238, 72.5797068, 0.0)",23.0216238,72.5797068,0.0
"RT @Ashokkumarips: A live chat with @TheRaghav_Juyal  Please see 3 most important learnings from Corona..
#coronavirus #IndiaFightsCorona #Â",2020-05-27 17:01:58,"?? ???? ?? ?? ??, ?? ????? ???",live chat pleas import learn corona #coronaviru #indiafightscorona,Positive,17.0,2020-05-27,,,,,
"RT @QatarStories: Air India will shortly shift to direct ticketing to facilitate bookings abroad . @DrSJaishankar 
@IndEmbDoha 

#VandeBharÂ",2020-05-27 17:00:27,qatar,india shortli shift direct ticket facilit book abroad #vandebhar,Positive,17.0,2020-05-27,قطر,"(25.3336984, 51.2295295, 0.0)",25.3336984,51.2295295,0.0
"Filmy villan
Real life hero 
??????????
#SonuSood_A_Real_Hero 
#SonuSood #SonuSoodTheRealHero @SonuSoodÂ https://t.co/HAvJGUltSp",2020-05-27 17:00:12,,filmi villan real life hero #sonusood real hero #sonusood #sonusoodtherealhero http havjgultsp,Positive,17.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @Sunil_Deodhar: #VandeBharathMission flies high.
??158 flights from different countries
??30,000+ people returned to India????
?? 164 flightsÂ",2020-05-27 16:59:58,,#vandebharathmiss fli high flight differ countri peopl return india flight,Positive,16.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
Your worth is not determined by someoneÂs ability to appreciate it ?? ~ #WednesdayThoughts #COVID19 #IndiaFightsCorona #StayHomeStaySafe,2020-05-27 16:59:12,"Chandigarh, India",your worth determin someon abil appreci #wednesdaythought #covid #indiafightscorona #stayhomestaysaf,Positive,16.0,2020-05-27,"Chandigarh, 160033, India","(30.7194022, 76.7646552, 0.0)",30.7194022,76.7646552,0.0
"RT @halfcircles1: The second webinar organised by Modify Foundation and HCMPL on 'Life after Lockdown' was a huge success. Subject experts,Â",2020-05-27 16:58:55,"New Delhi, Lucknow, India",second webinar organis modifi foundat hcmpl life lockdown huge success subject expert,Positive,16.0,2020-05-27,,,,,
"RT @MIB_India: #IndiaFightsCorona:

?? Preventing #COVID19 at workplaces

??Make sure your workplace is clean &amp; hygienic.
?? Regularly disinÂ",2020-05-27 16:56:33,"Mumbai, India",#indiafightscorona prevent #covid workplac make sure workplac clean hygien regularli disin,Positive,16.0,2020-05-27,"Mumbai, Mumbai City, Maharashtra, India","(18.9387711, 72.8353355, 0.0)",18.9387711,72.8353355,0.0
"Here presenting you a new vlog on my channel
I did something good in this lockdown.
Do watch and I am sure you willÂ https://t.co/MMF3PmTPcd",2020-05-27 16:56:16,jharkhand india,here present vlog channel someth good lockdown watch sure http pmtpcd,Positive,16.0,2020-05-27,"Jharkhand, India","(23.4559809, 85.2557301, 0.0)",23.4559809,85.2557301,0.0
"@CharuPragya Great work??????
#IndiaFightsCorona",2020-05-27 16:56:13,"???? ??????, ????",great work #indiafightscorona,Positive,16.0,2020-05-27,,,,,
"RT @assampolice: Have you washed your Hands? 

Clean hands can protect us from #CoronaVirus. 

Wash your hands regularly with soap and wateÂ",2020-05-27 16:55:42,"Udalguri, Assam, India",have wash hand clean hand protect #coronaviru wash hand regularli soap wate,Positive,16.0,2020-05-27,"Udalguri, Assam, India","(26.776480300000003, 92.10537533897156, 0.0)",26.776480300000003,92.10537533897156,0.0
"RT @mygovindia: Holding the promise of assurance, Digital Payments brings much relief to the elderly of Kalinarayanpur Gram Panchayat in WeÂ",2020-05-27 16:55:38,,hold promis assur digit payment bring much relief elderli kalinarayanpur gram panchayat,Positive,16.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @MIB_India: #IndiaFightsCorona:

?? Preventing #COVID19 at workplaces

??Make sure your workplace is clean &amp; hygienic.
?? Regularly disinÂ",2020-05-27 16:55:05,?????,#indiafightscorona prevent #covid workplac make sure workplac clean hygien regularli disin,Positive,16.0,2020-05-27,,,,,
"RT @MIB_India: #IndiaFightsCorona:

?? Preventing #COVID19 at workplaces

??Make sure your workplace is clean &amp; hygienic.
?? Regularly disinÂ",2020-05-27 16:55:04,Mumbai,#indiafightscorona prevent #covid workplac make sure workplac clean hygien regularli disin,Positive,16.0,2020-05-27,"Mumbai, Mumbai City, Maharashtra, India","(18.9387711, 72.8353355, 0.0)",18.9387711,72.8353355,0.0
The second webinar organised by Modify Foundation and HCMPL on 'Life after Lockdown' was a huge success. Subject exÂ https://t.co/V9at17nPRt,2020-05-27 16:54:22,"Lucknow, India",second webinar organis modifi foundat hcmpl life lockdown huge success subject http nprt,Positive,16.0,2020-05-27,"Lucknow, Sadar, Lucknow, Uttar Pradesh, 226019, India","(26.8381, 80.9346001, 0.0)",26.8381,80.9346001,0.0
"RT @MoHFW_INDIA: #IndiaFightsCorona

DonÂt wait, donÂt hesitate. Call the all India helpline number 1075 (toll-free) if you develop any symÂ",2020-05-27 16:54:12,,#indiafightscorona wait hesit call india helplin number toll free develop,Positive,16.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @MoHFW_INDIA: #IndiaFightsCorona

Face-cover is good for maintaining personal hygiene. Wear it all the time and protect yourself and othÂ",2020-05-27 16:53:50,,#indiafightscorona face cover good maintain person hygien wear time protect,Positive,16.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @AjitKDoval_FAN: The board reads ""Buy if you can pay, if you can't then it's free for you""

He may not have enough money but he is veryÂ",2020-05-27 16:53:01,,board read free enough money,Positive,16.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @DDNational: #IndiaFightsCorona 

5 'S' for Safe and Healthy India 

Social Distancing
Stay Home
Setu App
Sanitized Hands
Self Made MaskÂ",2020-05-27 16:52:03,,#indiafightscorona safe healthi india social distanc stay home setu sanit hand self made mask,Positive,16.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
RT @ajaydevgn: The sensitive nature of the work that you are doing with sending migrant workers back to their homes safely is exemplary. MoÂ,2020-05-27 16:50:47,India,sensit natur work send migrant worker back home safe exemplari,Positive,16.0,2020-05-27,India,"(22.3511148, 78.6677428, 0.0)",22.3511148,78.6677428,0.0
RT @ajaydevgn: The sensitive nature of the work that you are doing with sending migrant workers back to their homes safely is exemplary. MoÂ,2020-05-27 16:50:31,,sensit natur work send migrant worker back home safe exemplari,Positive,16.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
