Tweets,tweet_date,User_location,Clean_tweets,Sentiment,hours,date,location,point,latitude,longitude,altitude
"RT @Ratan100800: #IndiaFightsCorona
Improving recovery rate
#IndiaStandwithBagga https://t.co/HWD8WA0lnB",2020-05-27 19:39:21,Ayodhya,#indiafightscorona improv recoveri rate #indiastandwithbagga http,Neutral,19.0,2020-05-27,"Ayodhya, Faizabad, Uttar Pradesh, 224123, India","(26.7990707, 82.2052321, 0.0)",26.7990707,82.2052321,0.0
"RT @AICTE_INDIA: .@EBSB_MHRD Digital Activities @ #AICTEdge:

Activities to be conducted by Institutions under Dept. of #HigherEducation inÂ",2020-05-27 19:38:20,"Jodhpur, India",digit activ #aictedg activ conduct institut dept #highereduc,Neutral,19.0,2020-05-27,"Jodhpur, Jodhpur Tehsil, Jodhpur District, Rajasthan, India","(26.2967719, 73.0351433, 0.0)",26.2967719,73.0351433,0.0
"RT @BJP4India: Aarogya Setu becomes world's largest contact tracing app.

In just 40 days, 11.54 crore people have downloaded the app.

DowÂ",2020-05-27 19:38:07,"Madhya Pradesh, Bhopal ",aarogya setu becom world largest contact trace day crore peopl download,Neutral,19.0,2020-05-27,"Bhopal, Madhya Pradesh, 462001, India","(23.2584857, 77.401989, 0.0)",23.2584857,77.401989,0.0
"RT @BJP4India: Aarogya Setu becomes world's largest contact tracing app.

In just 40 days, 11.54 crore people have downloaded the app.

DowÂ",2020-05-27 19:35:51,"New Delhi, India",aarogya setu becom world largest contact trace day crore peopl download,Neutral,19.0,2020-05-27,"New Delhi, Delhi, India","(28.6141793, 77.2022662, 0.0)",28.6141793,77.2022662,0.0
"RT @LuiypInfo: ||???? #IndiaFightsCorona ||????

?? A Tribute To All The ??
Frontline #CoronaWarriors
Who Are Battling Against
The #COVID19PandemÂ",2020-05-27 19:35:25,IA,#indiafightscorona tribut frontlin #coronawarrior battl against #covid pandem,Neutral,19.0,2020-05-27,"Iowa, United States of America","(41.9216734, -93.3122705, 0.0)",41.9216734,-93.3122705,0.0
"RT @payalmehta100: Here is how doctors and nurses of Sion Hospital in Mumbai clap for a 36 day old baby who recovers from #Covid_19 
#HopeÂ",2020-05-27 19:35:07,????,here doctor nurs sion hospit mumbai clap babi recov #covid #hope,Neutral,19.0,2020-05-27,,,,,
"RT @BJP4India: Aarogya Setu becomes world's largest contact tracing app.

In just 40 days, 11.54 crore people have downloaded the app.

DowÂ",2020-05-27 19:34:14,Beleghata calcutta,aarogya setu becom world largest contact trace day crore peopl download,Neutral,19.0,2020-05-27,"Beleghata, Kalimuddin Sarkar Lane, Phoolbagan, Tangra North, Kolkata, West Bengal, 700010, India","(22.5628606, 88.396255, 0.0)",22.5628606,88.396255,0.0
RT @Bittuverma7: Thank you @Aviralmishrabjp and @mrabhishekbjp1 for organising informative session about Indian Economy and it's current ChÂ,2020-05-27 19:32:57,,thank organis inform session indian economi current,Neutral,19.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @MIB_India: #IndiaFightsCorona:

In 2018, @FTIIOfficial conducted a 40-day Digital Film Production course in Port Blair. 

11 aspiring fÂ",2020-05-27 19:32:57,"Port louis, Mauritius",#indiafightscorona conduct digit film product cours port blair aspir,Neutral,19.0,2020-05-27,"Port-Louis, Port Louis, 11317, Mauritius","(-20.1637281, 57.5045331, 0.0)",-20.1637281,57.5045331,0.0
"RT @airnewsalerts: Railways has transported 48 lakhs passengers to their home states through #ShramikSpecialTrains.

??3543 trains have beenÂ",2020-05-27 19:30:24,,railway transport lakh passeng home state #shramikspecialtrain train,Neutral,19.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @Ratan100800: #IndiaFightsCorona
Improving recovery rate
#IndiaStandwithBagga https://t.co/HWD8WA0lnB",2020-05-27 19:29:39,"????? ??????, ????",#indiafightscorona improv recoveri rate #indiastandwithbagga http,Neutral,19.0,2020-05-27,,,,,
"#?????????? ?????????????? ?????????????? ~
?????????????????? ~ 158086
???????????? ~ 85792
?????????????????? ~ 67749
???????????????? ~ 4534
???????? ?????????????? ~ 27 May,Â https://t.co/XANZpjMmVt",2020-05-27 19:29:38,"New Delhi, India",http xanzpjmmvt,Neutral,19.0,2020-05-27,"New Delhi, Delhi, India","(28.6141793, 77.2022662, 0.0)",28.6141793,77.2022662,0.0
RT @mygovindia: India has 10.7 (approx.) cases per lakh population which is amongst the lowest in the World. #IndiaFightsCorona https://t.cÂ,2020-05-27 19:28:36,"Karnataka, India",india approx case lakh popul amongst lowest world #indiafightscorona http,Neutral,19.0,2020-05-27,"Karnataka, India","(14.5203896, 75.7223521, 0.0)",14.5203896,75.7223521,0.0
"RT @Ratan100800: #IndiaFightsCorona
Robust health preparedness
#IndiaStandwithBagga https://t.co/Y2FrSXwQ1z",2020-05-27 19:28:31,"????? ??????, ????",#indiafightscorona robust health prepared #indiastandwithbagga http frsxwq,Neutral,19.0,2020-05-27,,,,,
"RT @BJP4India: Aarogya Setu becomes world's largest contact tracing app.

In just 40 days, 11.54 crore people have downloaded the app.

DowÂ",2020-05-27 19:28:20,"New Delhi, India",aarogya setu becom world largest contact trace day crore peopl download,Neutral,19.0,2020-05-27,"New Delhi, Delhi, India","(28.6141793, 77.2022662, 0.0)",28.6141793,77.2022662,0.0
RT @mygovindia: Take a look at the Graphical representation to know how IndiaÂs fatality rate is amongst the lowest in the world. #IndiaFigÂ,2020-05-27 19:28:19,"Karnataka, India",take look graphic represent know india fatal rate amongst lowest world #indiafig,Neutral,19.0,2020-05-27,"Karnataka, India","(14.5203896, 75.7223521, 0.0)",14.5203896,75.7223521,0.0
"RT @BJP4India: Aarogya Setu becomes world's largest contact tracing app.

In just 40 days, 11.54 crore people have downloaded the app.

DowÂ",2020-05-27 19:28:04,,aarogya setu becom world largest contact trace day crore peopl download,Neutral,19.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @OfficeOfDMAgra: #Agra ??? #Covid19 ?? ?? ?? ??????

1.  New Active Case - 05
2.  Total Active Case -70
3.  Today discharge -09
4.  TotaÂ",2020-05-27 19:26:07,India,#agra #covid activ case total activ case today discharg tota,Neutral,19.0,2020-05-27,India,"(22.3511148, 78.6677428, 0.0)",22.3511148,78.6677428,0.0
"RT @AICTE_INDIA: .@EBSB_MHRD Digital Activities @ #AICTEdge:

Activities to be conducted by Institutions under Dept. of #HigherEducation inÂ",2020-05-27 19:25:21,New Delhi,digit activ #aictedg activ conduct institut dept #highereduc,Neutral,19.0,2020-05-27,"New Delhi, Delhi, India","(28.6141793, 77.2022662, 0.0)",28.6141793,77.2022662,0.0
"RT @AICTE_INDIA: .@EBSB_MHRD Digital Activities @ #AICTEdge:

Activities to be conducted by Institutions under Dept. of #HigherEducation inÂ",2020-05-27 19:24:33,"Tripura, India",digit activ #aictedg activ conduct institut dept #highereduc,Neutral,19.0,2020-05-27,"Tripura, India","(23.7750823, 91.7025091, 0.0)",23.7750823,91.7025091,0.0
"RT @airnewsalerts: Railways has transported 48 lakhs passengers to their home states through #ShramikSpecialTrains.

??3543 trains have beenÂ",2020-05-27 19:24:07,,railway transport lakh passeng home state #shramikspecialtrain train,Neutral,19.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @OfficeOfDMAgra: #Agra ??? #Covid19 ?? ?? ?? ??????

1.  New Active Case - 05
2.  Total Active Case -70
3.  Today discharge -09
4.  TotaÂ",2020-05-27 19:23:55,,#agra #covid activ case total activ case today discharg tota,Neutral,19.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @CharuPragya: In this burning heat, itÂs most important to keep our #CoronaWarriors hydrated.

Sending off water, juice, ORS &amp; Vitamin CÂ",2020-05-27 19:23:48,delhi,burn heat import keep #coronawarrior hydrat send water juic vitamin,Neutral,19.0,2020-05-27,"Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006, India","(28.6517178, 77.2219388, 0.0)",28.6517178,77.2219388,0.0
"Aarogya Setu becomes world's largest contact tracing app.

In just 40 days, 11.54 crore people have downloaded theÂ https://t.co/MV8evK5k3Y",2020-05-27 19:22:29,India,aarogya setu becom world largest contact trace day crore peopl download http,Neutral,19.0,2020-05-27,India,"(22.3511148, 78.6677428, 0.0)",22.3511148,78.6677428,0.0
"RT @airnewsalerts: Railways has transported 48 lakhs passengers to their home states through #ShramikSpecialTrains.

??3543 trains have beenÂ",2020-05-27 19:21:41,,railway transport lakh passeng home state #shramikspecialtrain train,Neutral,19.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @BJP4India: Aarogya Setu becomes world's largest contact tracing app.

In just 40 days, 11.54 crore people have downloaded the app.

DowÂ",2020-05-27 19:20:14,"Kerala, India",aarogya setu becom world largest contact trace day crore peopl download,Neutral,19.0,2020-05-27,"Kerala, India","(10.3528744, 76.5120396, 0.0)",10.3528744,76.5120396,0.0
@AmitAgarwal and @GopalPillai This order 408-4918200-3812330 is pending from 1 week n don't ask to contact help cenÂ https://t.co/1RhTeG9ozf,2020-05-27 19:18:44,India,thi order pend week contact help http rhteg,Neutral,19.0,2020-05-27,India,"(22.3511148, 78.6677428, 0.0)",22.3511148,78.6677428,0.0
"RT @AkshayaPatra: Till today: 2,19,00,884 cooked meals' served + essential grocery for 2,67,57,010 meals (6,40,725 relief kits', each contaÂ",2020-05-27 19:17:10,,till today cook meal serv essenti groceri meal relief kit conta,Neutral,19.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
RT @vinivdvc: #UPDATE : #Dharavi reports only 18 cases in the last 24 hours. Silver lining in @mybmc fight against #covid #IndiaFightsCoronÂ,2020-05-27 19:17:01,,#updat #dharavi report case last hour silver line fight #covid #indiafightscoron,Neutral,19.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
RT @vinivdvc: #UPDATE : #Dharavi reports only 18 cases in the last 24 hours. Silver lining in @mybmc fight against #covid #IndiaFightsCoronÂ,2020-05-27 19:16:31,"Mumbai, India",#updat #dharavi report case last hour silver line fight #covid #indiafightscoron,Neutral,19.0,2020-05-27,"Mumbai, Mumbai City, Maharashtra, India","(18.9387711, 72.8353355, 0.0)",18.9387711,72.8353355,0.0
"RT @rsprasad: Do not spit in public places as it can increase the spread of #COVID19.
It is necessary to improve the level of basic hygieneÂ",2020-05-27 19:14:59,,spit public place increas spread #covid necessari improv level basic hygien,Neutral,19.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @COVIDNewsByMIB: #IndiaFightsCorona: 

Rumours mislead you, #facts protect you. 

Fight the Infodemic of #COVID19 with facts.

Do NOT foÂ",2020-05-27 19:14:29,,#indiafightscorona rumour mislead #fact protect fight infodem #covid fact,Neutral,19.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @BJP4India: Aarogya Setu becomes world's largest contact tracing app.

In just 40 days, 11.54 crore people have downloaded the app.

DowÂ",2020-05-27 19:13:54,,aarogya setu becom world largest contact trace day crore peopl download,Neutral,19.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @airnewsalerts: Railways has transported 48 lakhs passengers to their home states through #ShramikSpecialTrains.

??3543 trains have beenÂ",2020-05-27 19:13:39,,railway transport lakh passeng home state #shramikspecialtrain train,Neutral,19.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @Ratan100800: #IndiaFightsCorona
Potters raise awareness on COVID-19
#IndiaStandwithBagga 
@DoctorRichaBjp https://t.co/TUWdoTVsBY",2020-05-27 19:13:27,,#indiafightscorona potter rais awar covid #indiastandwithbagga http tuwdotvsbi,Neutral,19.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @CharuPragya: In this burning heat, itÂs most important to keep our #CoronaWarriors hydrated.

Sending off water, juice, ORS &amp; Vitamin CÂ",2020-05-27 19:12:56,"New Delhi, India",burn heat import keep #coronawarrior hydrat send water juic vitamin,Neutral,19.0,2020-05-27,"New Delhi, Delhi, India","(28.6141793, 77.2022662, 0.0)",28.6141793,77.2022662,0.0
RT @mygovindia: India has 10.7 (approx.) cases per lakh population which is amongst the lowest in the World. #IndiaFightsCorona https://t.cÂ,2020-05-27 19:12:21,"New Delhi, India",india approx case lakh popul amongst lowest world #indiafightscorona http,Neutral,19.0,2020-05-27,"New Delhi, Delhi, India","(28.6141793, 77.2022662, 0.0)",28.6141793,77.2022662,0.0
RT @mygovindia: Take a glance to know how IndiaÂs Recovery Rate of COVID-19 patients is steadily improving. #IndiaFightsCorona https://t.coÂ,2020-05-27 19:11:56,"Raipur, India",take glanc know india recoveri rate covid patient steadili improv #indiafightscorona http,Neutral,19.0,2020-05-27,"Raipur, Raipur Tahsil, Raipur, Chhattisgarh, 493332, India","(21.2379469, 81.6336833, 0.0)",21.2379469,81.6336833,0.0
RT @thecaringhands_: Congratulations! Our #Earth is reviving. The credit may or may not be ours but it is our responsibility to maintain aÂ,2020-05-27 19:11:53,"New Delhi, India",congratul #earth reviv credit respons maintain,Neutral,19.0,2020-05-27,"New Delhi, Delhi, India","(28.6141793, 77.2022662, 0.0)",28.6141793,77.2022662,0.0
RT @dintya15: #IndiaFightsCorona | Congratulations to CSC VLEs Grameen eStores for providing supply of daily essential items at the doorsteÂ,2020-05-27 19:11:19,,#indiafightscorona congratul vle grameen estor provid suppli daili essenti item doorst,Neutral,19.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
RT @surnell: #IndiaFightsCorona #CoronaWarriors It is yet another day in seva at @BLRAirport for Volunteers helping out Authorities &amp; securÂ,2020-05-27 19:10:09,India ,#indiafightscorona #coronawarrior anoth seva volunt help author secur,Neutral,19.0,2020-05-27,India,"(22.3511148, 78.6677428, 0.0)",22.3511148,78.6677428,0.0
"RT @BJP4India: Aarogya Setu becomes world's largest contact tracing app.

In just 40 days, 11.54 crore people have downloaded the app.

DowÂ",2020-05-27 19:09:55,,aarogya setu becom world largest contact trace day crore peopl download,Neutral,19.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @airnewsalerts: Railways has transported 48 lakhs passengers to their home states through #ShramikSpecialTrains.

??3543 trains have beenÂ",2020-05-27 19:08:29,"Guwahati, India",railway transport lakh passeng home state #shramikspecialtrain train,Neutral,19.0,2020-05-27,"Guwahati, Kamrup Metropolitan, Assam, 781015, India","(26.1805978, 91.753943, 0.0)",26.1805978,91.753943,0.0
"RT @ShobhaBJP: Visited Govt Taluk hospital in Tarikere to thank our selfless #HealthcareHeroes, for their determination to serve our countrÂ",2020-05-27 19:08:15,Bangalore,visit govt taluk hospit tariker thank selfless #healthcarehero determin serv countr,Neutral,19.0,2020-05-27,"Bengaluru, Bangalore North, Bangalore Urban, Karnataka, India","(12.9791198, 77.5912997, 0.0)",12.9791198,77.5912997,0.0
RT @vinivdvc: #UPDATE : #Dharavi reports only 18 cases in the last 24 hours. Silver lining in @mybmc fight against #covid #IndiaFightsCoronÂ,2020-05-27 19:07:45,"??????????, ???? ",#updat #dharavi report case last hour silver line fight #covid #indiafightscoron,Neutral,19.0,2020-05-27,,,,,
"RT @sdmsadartehsil: #indiafightscorona Three new hot spot areasof sadar tehsil in Mahadev jharkhandi tu.n1(Cantt.)Shivchak(Belipar),GulrihaÂ",2020-05-27 19:07:21,"Gorakhpur, India",#indiafightscorona three spot areasof sadar tehsil mahadev jharkhandi cantt shivchak belipar gulriha,Neutral,19.0,2020-05-27,"Gorakhpur, Uttar Pradesh, India","(26.67132865, 83.36458284327038, 0.0)",26.67132865,83.36458284327038,0.0
RT @mygovindia: Glance through to know how you can enhance your immunity with AYUSH KWATH. #IndiaFightsCorona https://t.co/bphbZgOQqG,2020-05-27 19:07:21,,glanc know enhanc immun ayush kwath #indiafightscorona http bphbzgoqqg,Neutral,19.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @Maha_MEDD: A map prepared by CSIR-NEERI showing #COVID?19 cases in India. (27th May 2020)

#IndiaFightsCorona #coronavirus #IndiaFightsÂ",2020-05-27 19:06:43,,prepar csir neeri show #covid case india #indiafightscorona #coronaviru #indiafight,Neutral,19.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @PIB_India: Do your part to mitigate the impact of #Coronavirus: Maintain #SocialDistancing and follow these do's and don'ts.

#SocialDiÂ",2020-05-27 19:05:30,,part mitig impact #coronaviru maintain #socialdistanc follow #socialdi,Neutral,19.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @airnewsalerts: Railways has transported 48 lakhs passengers to their home states through #ShramikSpecialTrains.

??3543 trains have beenÂ",2020-05-27 19:05:05,,railway transport lakh passeng home state #shramikspecialtrain train,Neutral,19.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @ManojGoelBJP: #ModiGovt 2.0? India at the cusp of a new growth story.
         
PM @NarendraModiÂs focus remains on big reforms,structuÂ",2020-05-27 19:04:57,"New Delhi, India",#modigovt india cusp growth stori focu remain reform structu,Neutral,19.0,2020-05-27,"New Delhi, Delhi, India","(28.6141793, 77.2022662, 0.0)",28.6141793,77.2022662,0.0
"RT @spmrfoundation: We cordially invite you for a talk on ""#COVID__19 : Present Challenges &amp; Future Changes"" by Shri @byadavbjp (National GÂ",2020-05-27 19:04:00,"New Ashok Nagar, New Delhi",cordial invit talk #covid present challeng futur chang shri nation,Neutral,19.0,2020-05-27,"New Ashok Nagar, Lieutenant Vijyant Thapar Marg, New Ashok Nagar, Samaspur, Mayur Vihar Tehsil, East Delhi, Delhi, 2013010, India","(28.5890885, 77.3015085, 0.0)",28.5890885,77.3015085,0.0
"The reality of @INCIndia understanding..
They are not bothered about the public problem, they are bothered of why pÂ https://t.co/xuVyAiWunv",2020-05-27 19:03:47,MAHABUBNAGAR,realiti understand they bother public problem bother http xuvyaiwunv,Neutral,19.0,2020-05-27,"Mahabubnagar, Telangana, India","(16.696568550000002, 77.95911462089693, 0.0)",16.696568550000002,77.95911462089693,0.0
"RT @_Jagadguru: #ServeNeedyInLockdown 
Distributed food and  daily essentials  to the needy in #Ratnagiri. This #Lockdownextention causingÂ",2020-05-27 19:01:58,,#serveneedyinlockdown distribut food daili essenti needi #ratnagiri thi #lockdownextent caus,Neutral,19.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
RT @mygovindia: Here's how India is working towards fighting against the impact of COVID-19. #IndiaFightsCorona https://t.co/r4SQQzwAfs,2020-05-27 19:01:42,New Delhi,here india work toward fight impact covid #indiafightscorona http sqqzwaf,Neutral,19.0,2020-05-27,"New Delhi, Delhi, India","(28.6141793, 77.2022662, 0.0)",28.6141793,77.2022662,0.0
"RT @digmoradabad: 27.05.2020
Moradabad

Master Magan Mehrotra of class 10th, Moradabad has sent a beautiful picture to appreciate the efforÂ",2020-05-27 19:01:36,"Uttar Pradesh, India",moradabad master magan mehrotra class moradabad sent beauti pictur appreci effor,Neutral,19.0,2020-05-27,"Uttar Pradesh, India","(27.1303344, 80.859666, 0.0)",27.1303344,80.859666,0.0
The photo of the Syrian child on the shore was the wakeup call for #MigrantCrisis in Europe few years back. Can thiÂ https://t.co/n2naf9W2k3,2020-05-27 19:00:34,"London, England",photo syrian child shore wakeup call #migrantcrisi europ year back http,Neutral,19.0,2020-05-27,"London, Greater London, England, SW1A 2DX, United Kingdom","(51.5073219, -0.1276474, 0.0)",51.5073219,-0.1276474,0.0
"RT @MoHFW_INDIA: #IndiaFightsCorona

#COVID19 can be cured. If you develop any symptoms, don't hesitate to report early. Immediately call 1Â",2020-05-27 19:00:18,Davangere,#indiafightscorona #covid cure develop symptom hesit report earli immedi call,Neutral,19.0,2020-05-27,"Davangere City Corporation Offices, K.B. Extension, Davanagere, Davanagere taluku, Davanagere district, Karnataka, 577000, India","(14.466445700000001, 75.9197507909343, 0.0)",14.466445700000001,75.9197507909343,0.0
"RT @COVIDNewsByMIB: #IndiaFightsCorona:

Union Health Minister @drharshvardhan takes charge as Executive Board chairperson of @WHO.

#StayAÂ",2020-05-27 18:59:36,New Delhi,#indiafightscorona union health minist take charg execut board chairperson #staya,Neutral,18.0,2020-05-27,"New Delhi, Delhi, India","(28.6141793, 77.2022662, 0.0)",28.6141793,77.2022662,0.0
"RT @COVIDNewsByMIB: #IndiaFightsCorona:

Union Health Minister @drharshvardhan takes charge as Executive Board chairperson of @WHO.

#StayAÂ",2020-05-27 18:57:58,"New Delhi, India",#indiafightscorona union health minist take charg execut board chairperson #staya,Neutral,18.0,2020-05-27,"New Delhi, Delhi, India","(28.6141793, 77.2022662, 0.0)",28.6141793,77.2022662,0.0
"RT @BJP4India: Aarogya Setu becomes world's largest contact tracing app.

In just 40 days, 11.54 crore people have downloaded the app.

DowÂ",2020-05-27 18:57:20,????? ??? ???? ??? Nainital,aarogya setu becom world largest contact trace day crore peopl download,Neutral,18.0,2020-05-27,"Nainital, Uttarakhand, India","(29.2031392, 79.4176945, 0.0)",29.2031392,79.4176945,0.0
"RT @CharuPragya: In this burning heat, itÂs most important to keep our #CoronaWarriors hydrated.

Sending off water, juice, ORS &amp; Vitamin CÂ",2020-05-27 18:57:05,,burn heat import keep #coronawarrior hydrat send water juic vitamin,Neutral,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
RT @vinivdvc: #UPDATE : #Dharavi reports only 18 cases in the last 24 hours. Silver lining in @mybmc fight against #covid #IndiaFightsCoronÂ,2020-05-27 18:56:50,"Chembur, Mumbai",#updat #dharavi report case last hour silver line fight #covid #indiafightscoron,Neutral,18.0,2020-05-27,"Chembur, Ramakrishna Chemburkar Marg, Chembur Gaothan, M/W Ward, Zone 5, Mumbai, Mumbai Suburban, Maharashtra, 400089, India","(19.0612128, 72.8975909, 0.0)",19.0612128,72.8975909,0.0
"RT @DC_Gurugram: Please call our dedicated Telemedicine Helpline 18005728283, for any medical opinion. Issued in public interest by DistricÂ",2020-05-27 18:56:47,New Delhi,pleas call dedic telemedicin helplin medic opinion issu public interest distric,Neutral,18.0,2020-05-27,"New Delhi, Delhi, India","(28.6141793, 77.2022662, 0.0)",28.6141793,77.2022662,0.0
"RT @PIBMumbai: 2/3??

?To identify the molecules which can bind to the enzymes, scientists are examining the molecular structure of the compÂ",2020-05-27 18:56:28,"Roorkee, India",identifi molecul bind enzym scientist examin molecular structur comp,Neutral,18.0,2020-05-27,"Roorkee, Haridwar, Uttarakhand, 247667, India","(29.8693496, 77.8902124, 0.0)",29.8693496,77.8902124,0.0
"RT @BJP4India: Aarogya Setu becomes world's largest contact tracing app.

In just 40 days, 11.54 crore people have downloaded the app.

DowÂ",2020-05-27 18:55:05,,aarogya setu becom world largest contact trace day crore peopl download,Neutral,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @Aarti_Tomar1: Poland Population : 37,846,611
Covid cases : 22,473 
%age : 0.0593 
India population : 1,387,297,452
Covid cases : 1,58,0Â",2020-05-27 18:54:19,,poland popul covid case india popul covid case,Neutral,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @COVIDNewsByMIB: #IndiaFightsCorona: 

Science and Engineering Research Board (SERB) under @IndiaDST supports study for identification oÂ",2020-05-27 18:53:58,"Roorkee, India",#indiafightscorona scienc engin research board serb support studi identif,Neutral,18.0,2020-05-27,"Roorkee, Haridwar, Uttarakhand, 247667, India","(29.8693496, 77.8902124, 0.0)",29.8693496,77.8902124,0.0
"RT @ShobhaBJP: Visited Govt Taluk hospital in Tarikere to thank our selfless #HealthcareHeroes, for their determination to serve our countrÂ",2020-05-27 18:53:23,"Saint-Usage, France",visit govt taluk hospit tariker thank selfless #healthcarehero determin serv countr,Neutral,18.0,2020-05-27,"Saint-Usage, Beaune, Côte-d'Or, Bourgogne-Franche-Comté, France métropolitaine, 21170, France","(47.1097018, 5.2610058, 0.0)",47.1097018,5.2610058,0.0
"RT @GujariyaPun: *closing eyes n trying to sleep*  But then suddenly one question arise ""Modiji ki iss baar lockdown pakka khatam ho jayegaÂ",2020-05-27 18:53:16,Rajasthan,close eye tri sleep suddenli question aris modiji baar lockdown pakka khatam jayega,Neutral,18.0,2020-05-27,"Rajasthan, India","(26.8105777, 73.7684549, 0.0)",26.8105777,73.7684549,0.0
"*closing eyes n trying to sleep*  But then suddenly one question arise ""Modiji ki iss baar lockdown pakka khatam hoÂ https://t.co/prZjudifMG",2020-05-27 18:52:52,"Gujarat, India",close eye tri sleep suddenli question aris modiji baar lockdown pakka khatam http przjudifmg,Neutral,18.0,2020-05-27,"Gujarat, India","(22.41540825, 72.03149703699282, 0.0)",22.41540825,72.03149703699282,0.0
