Tweets,User,User_location,fav_count,rt_count,tweet_date
Humanity knocked down bcz of #FailedLockdown https://t.co/4u43Q7beAF,Damini Singh,,4,3,2020-06-05 17:55:52
Unplanned lockdown without any strategy. Destroyed economy. 0% GDP predicted. #FailedLockdown https://t.co/OTBg1dLUBm,NΛZRE IMΛM,India 🇮🇳,2,3,2020-06-05 17:55:50
"Yes, the curve is flattening. 
Not the Corona Curve ,but the curve of Economy, Employment etc
 #FailedLockdown https://t.co/XknvnWLsHl",Fitnessfreak30💪💪,Hyderabad,2,2,2020-06-05 17:55:34
"Guess the definition of LOCKDOWN!
L - Lost jobs
O - Over taxed the people.
C - Cut salaries.
K - Killed economy.
D… https://t.co/gbPlQr8Yc2",Kuldeep Panwar,,2,1,2020-06-05 17:55:22
#FailedLockdown proved that modi is just empty gas bag https://t.co/1wD4rUtg8w,manojkumar yadav,"Thane, India",1,0,2020-06-05 17:54:44
"Election fund, is the only thing the lockdown achieved.
#FailedLockdown

Pass it on... https://t.co/w9TreM8jZY",Sohail Manik,"Dharwad, India",1,0,2020-06-05 17:54:42
"India is the only country where the cases is rising highly but we are unlocking everything 🤷
I want to know the log… https://t.co/HJVlTsMst6",𝓡𝓲𝔂𝓪,,22,15,2020-06-05 17:54:31
"Tiktok star BJP Leader Sonali Phogat slapped to market committee officer.
Video link:
https://t.co/up1AlDpqj5… https://t.co/BFaVPJJSdi",Mind Games,,1,1,2020-06-05 17:54:27
When you see these #GodiMedia channels bringing in PAK and Dawood at a time when there's a national security threat… https://t.co/gn6OVYkXVs,Aditya Rai,"Bhopal, India",0,0,2020-06-05 17:53:49
"The graph described 
#FailedLockdown
#lockdown #fail
#lockdownindia
#IndiaFightsCorona
#CoronavirusOutbreak… https://t.co/csn1XEC4Ap",Kamalakanta Sethy,,0,0,2020-06-05 17:53:44
"#FailedLockdown
Yes, the lockdown is totally failed, due to govt mismanagement and lazy elegance towards covid 19.G… https://t.co/SeKhehCLcw",shaikh mohammed ashfaque,Nanded,0,0,2020-06-05 17:52:49
